id,month,region_type,region_name,country,source,ns,s,dn_ds
9513,2020-12-01,GENE,N,Mongolia,GISAID,6,3,0.596037735849056
9514,2020-12-01,GENE,N,Morocco,GISAID,23,7,0.9792048517520204
9515,2020-12-01,GENE,N,Mozambique,GISAID,138,42,0.9792048517520204
9516,2020-12-01,GENE,N,Netherlands,GISAID,3462,1105,0.9337025527191999
9517,2020-12-01,GENE,N,New Zealand,GISAID,129,31,1.2401430310407777
9518,2020-12-01,GENE,N,Nigeria,GISAID,171,71,0.7177637523252717
9519,2020-12-01,GENE,N,Northern Mariana Islands,GISAID,6,2,0.894056603773584
9520,2020-12-01,GENE,N,North Macedonia,GISAID,107,72,0.44288915094339576
9521,2020-12-01,GENE,N,Norway,GISAID,1109,371,0.8908434623404353
9522,2020-12-01,GENE,N,Not available,GISAID,179,680,0.07844908435072133
9523,2020-12-01,GENE,N,Oman,GISAID,8,2,1.192075471698112
9524,2020-12-01,GENE,N,Pakistan,GISAID,55,20,0.819551886792452
9525,2020-12-01,GENE,N,Panama,GISAID,140,55,0.7585934819897076
9526,2020-12-01,GENE,N,Papua New Guinea,GISAID,45,4,3.3527122641509397
9527,2020-12-01,GENE,N,Paraguay,GISAID,22,9,0.728490566037735
9528,2020-12-01,GENE,N,Peru,GISAID,514,267,0.5737142251430988
9529,2020-12-01,GENE,N,Philippines,GISAID,1273,996,0.3809016253694017
9530,2020-12-01,GENE,N,Poland,GISAID,179,99,0.5388421955403081
9531,2020-12-01,GENE,N,Portugal,GISAID,819,169,1.4442452830188663
9532,2020-12-01,GENE,N,Qatar,GISAID,295,72,1.2210495283018854
9533,2020-12-01,GENE,N,Romania,GISAID,46,14,0.9792048517520204
9534,2020-12-01,GENE,N,Russian Federation,GISAID,1089,462,0.7024730458221017
9535,2020-12-01,GENE,N,Rwanda,GISAID,93,69,0.401677604593929
9536,2020-12-01,GENE,N,Saint Lucia,GISAID,19,4,1.415589622641508
9537,2020-12-01,GENE,N,Senegal,GISAID,122,35,1.0388086253369262
9538,2020-12-01,GENE,N,Serbia,GISAID,49,26,0.5616509433962258
9539,2020-12-01,GENE,N,Singapore,GISAID,211,54,1.1644811320754704
9540,2020-12-01,GENE,N,Slovakia,GISAID,164,45,1.0861132075471684
9541,2020-12-01,GENE,N,Slovenia,GISAID,257,60,1.2765141509433948
9542,2020-12-01,GENE,N,South Africa,GISAID,1223,271,1.3449338578291428
9544,2020-12-01,GENE,N,Suriname,GISAID,54,14,1.1495013477088938
9545,2020-12-01,GENE,N,Sweden,GISAID,1011,322,0.9357052033282539
9546,2020-12-01,GENE,N,Switzerland,GISAID,9956,2628,1.1290242956836378
9547,2020-12-01,GENE,N,"Taiwan, Province of China",GISAID,45,6,2.23514150943396
9548,2020-12-01,GENE,N,Thailand,GISAID,144,26,1.6505660377358473
9549,2020-12-01,GENE,N,Togo,GISAID,29,14,0.6173247978436651
9550,2020-12-01,GENE,N,Trinidad and Tobago,GISAID,13,11,0.35220411663807855
9551,2020-12-01,GENE,N,Tunisia,GISAID,7,1,2.086132075471696
9552,2020-12-01,GENE,N,Turkey,GISAID,226,80,0.8419033018867915
9553,2020-12-01,GENE,N,Uganda,GISAID,148,97,0.45470920054464065
9554,2020-12-01,GENE,N,Ukraine,GISAID,2,1,0.596037735849056
9555,2020-12-01,GENE,N,United Arab Emirates,GISAID,221,65,1.013264150943395
9556,2020-12-01,GENE,N,United Kingdom,GISAID,129695,24289,1.5913194069525982
9557,2020-12-01,GENE,N,United States,GISAID,58790,13454,1.302254292053144
9558,2020-12-01,GENE,N,Uzbekistan,GISAID,10,2,1.4900943396226398
9559,2020-12-01,GENE,N,Zambia,GISAID,24,1,7.152452830188672
9560,2020-12-01,GENE,N,Zimbabwe,GISAID,195,89,0.6529626881492467
9561,2020-12-01,GENE,ORF10,Angola,GISAID,2,1,0.533333333333334
9562,2020-12-01,GENE,ORF10,Argentina,GISAID,7,6,0.3111111111111115
9563,2020-12-01,GENE,ORF10,Australia,GISAID,12,2,1.600000000000002
9564,2020-12-01,GENE,ORF10,Belgium,GISAID,81,1,21.600000000000026
9565,2020-12-01,GENE,ORF10,Brazil,GISAID,18,4,1.2000000000000015
9566,2020-12-01,GENE,ORF10,Cameroon,GISAID,0,1,
9567,2020-12-01,GENE,ORF10,Canada,GISAID,45,19,0.6315789473684218
9568,2020-12-01,GENE,ORF10,Colombia,GISAID,4,13,0.08205128205128215
9569,2020-12-01,GENE,ORF10,Denmark,GISAID,9814,35,74.77333333333343
9570,2020-12-01,GENE,ORF10,Finland,GISAID,3,1,0.800000000000001
9571,2020-12-01,GENE,ORF10,Germany,GISAID,537,11,13.018181818181835
9572,2020-12-01,GENE,ORF10,Greece,GISAID,208,4,13.866666666666683
9573,2020-12-01,GENE,ORF10,Hong Kong,GISAID,9,1,2.400000000000003
9574,2020-12-01,GENE,ORF10,Iceland,GISAID,203,1,54.1333333333334
9575,2020-12-01,GENE,ORF10,India,GISAID,65,42,0.4126984126984132
9576,2020-12-01,GENE,ORF10,Indonesia,GISAID,1,10,0.0266666666666667
9577,2020-12-01,GENE,ORF10,Ireland,GISAID,168,2,22.40000000000003
9578,2020-12-01,GENE,ORF10,Israel,GISAID,78,2,10.400000000000013
9579,2020-12-01,GENE,ORF10,Italy,GISAID,744,2,99.20000000000012
9580,2020-12-01,GENE,ORF10,Japan,GISAID,94,291,0.08613974799541821
9581,2020-12-01,GENE,ORF10,Kenya,GISAID,2,1,0.533333333333334
9582,2020-12-01,GENE,ORF10,Luxembourg,GISAID,288,10,7.6800000000000095
9583,2020-12-01,GENE,ORF10,Mexico,GISAID,32,16,0.533333333333334
9584,2020-12-01,GENE,ORF10,Netherlands,GISAID,797,32,6.6416666666666755
9585,2020-12-01,GENE,ORF10,New Zealand,GISAID,10,1,2.6666666666666696
9586,2020-12-01,GENE,ORF10,Northern Mariana Islands,GISAID,0,1,
9587,2020-12-01,GENE,ORF10,North Macedonia,GISAID,1,4,0.06666666666666675
9588,2020-12-01,GENE,ORF10,Norway,GISAID,81,1,21.600000000000026
9589,2020-12-01,GENE,ORF10,Not available,GISAID,43,2,5.7333333333333405
9590,2020-12-01,GENE,ORF10,Panama,GISAID,3,1,0.800000000000001
9591,2020-12-01,GENE,ORF10,Peru,GISAID,7,2,0.9333333333333346
9592,2020-12-01,GENE,ORF10,Philippines,GISAID,23,4,1.5333333333333352
9593,2020-12-01,GENE,ORF10,Portugal,GISAID,147,2,19.600000000000026
9594,2020-12-01,GENE,ORF10,Russian Federation,GISAID,14,3,1.244444444444446
9595,2020-12-01,GENE,ORF10,Singapore,GISAID,4,8,0.1333333333333335
9596,2020-12-01,GENE,ORF10,South Africa,GISAID,11,4,0.7333333333333342
9597,2020-12-01,GENE,ORF10,Spain,GISAID,1638,37,11.80540540540542
9598,2020-12-01,GENE,ORF10,Sweden,GISAID,169,5,9.013333333333344
9599,2020-12-01,GENE,ORF10,Switzerland,GISAID,1623,66,6.557575757575766
9600,2020-12-01,GENE,ORF10,Turkey,GISAID,4,2,0.533333333333334
9601,2020-12-01,GENE,ORF10,United Kingdom,GISAID,17906,247,19.33171390013498
9602,2020-12-01,GENE,ORF10,United States,GISAID,1015,346,0.7822736030828527
9603,2020-12-01,GENE,ORF10,Zimbabwe,GISAID,1,1,0.266666666666667
9604,2020-12-01,GENE,ORF1ab,Albania,GISAID,44,29,0.4187466344827587
9605,2020-12-01,GENE,ORF1ab,Angola,GISAID,405,211,0.5297478696682464
9606,2020-12-01,GENE,ORF1ab,Argentina,GISAID,554,478,0.3198736891213389
9607,2020-12-01,GENE,ORF1ab,Australia,GISAID,1563,1494,0.2887387230923695
9608,2020-12-01,GENE,ORF1ab,Austria,GISAID,1165,1181,0.2722530029635902
9609,2020-12-01,GENE,ORF1ab,Bangladesh,GISAID,454,353,0.35495867818696886
9610,2020-12-01,GENE,ORF1ab,Barbados,GISAID,25,21,0.3285620238095238
9611,2020-12-01,GENE,ORF1ab,Belarus,GISAID,3,4,0.20699407500000003
9612,2020-12-01,GENE,ORF1ab,Belgium,GISAID,3193,2904,0.3034582559573003
9613,2020-12-01,GENE,ORF1ab,Belize,GISAID,78,80,0.2690922975
9614,2020-12-01,GENE,ORF1ab,Bermuda,GISAID,24,30,0.22079368000000002
9615,2020-12-01,GENE,ORF1ab,Bosnia and Herzegovina,GISAID,21,24,0.24149308750000004
9616,2020-12-01,GENE,ORF1ab,Botswana,GISAID,94,95,0.27308692
9617,2020-12-01,GENE,ORF1ab,Brazil,GISAID,2522,3047,0.2284384890712176
9618,2020-12-01,GENE,ORF1ab,Brunei Darussalam,GISAID,14,6,0.6439815666666667
9619,2020-12-01,GENE,ORF1ab,Bulgaria,GISAID,341,486,0.1936487779835391
9620,2020-12-01,GENE,ORF1ab,Burkina Faso,GISAID,152,160,0.262192495
9621,2020-12-01,GENE,ORF1ab,Cambodia,GISAID,93,58,0.44253905689655176
9622,2020-12-01,GENE,ORF1ab,Cameroon,GISAID,180,134,0.37073565671641795
9623,2020-12-01,GENE,ORF1ab,Canada,GISAID,16160,16491,0.2704525096113032
9624,2020-12-01,GENE,ORF1ab,Cayman Islands,GISAID,18,16,0.31049111250000005
9625,2020-12-01,GENE,ORF1ab,Chile,GISAID,572,560,0.28190621642857144
9626,2020-12-01,GENE,ORF1ab,China,GISAID,24,28,0.23656465714285715
9627,2020-12-01,GENE,ORF1ab,Colombia,GISAID,394,464,0.23435536077586208
9628,2020-12-01,GENE,ORF1ab,Congo,GISAID,131,123,0.2939428056910569
9629,2020-12-01,GENE,ORF1ab,Costa Rica,GISAID,200,252,0.2190413492063492
9630,2020-12-01,GENE,ORF1ab,Côte d'Ivoire,GISAID,29,39,0.20522489487179488
9631,2020-12-01,GENE,ORF1ab,Croatia,GISAID,22,20,0.30359131
9632,2020-12-01,GENE,ORF1ab,Cyprus,GISAID,254,128,0.5476718234375001
9633,2020-12-01,GENE,ORF1ab,Czechia,GISAID,219,190,0.31811721000000004
9634,2020-12-01,GENE,ORF1ab,Denmark,GISAID,71455,94320,0.20908625429919425
9635,2020-12-01,GENE,ORF1ab,Dominican Republic,GISAID,7,4,0.4829861750000001
9636,2020-12-01,GENE,ORF1ab,Ecuador,GISAID,90,69,0.3599896956521739
9637,2020-12-01,GENE,ORF1ab,Egypt,GISAID,341,217,0.4337018714285715
9638,2020-12-01,GENE,ORF1ab,Equatorial Guinea,GISAID,31,29,0.29502603793103455
9639,2020-12-01,GENE,ORF1ab,Estonia,GISAID,26,20,0.35878973000000003
9640,2020-12-01,GENE,ORF1ab,Eswatini,GISAID,20,14,0.39427442857142864
9641,2020-12-01,GENE,ORF1ab,Finland,GISAID,824,925,0.24585674637837843
9642,2020-12-01,GENE,ORF1ab,France,GISAID,4069,4390,0.2558113564692483
9643,2020-12-01,GENE,ORF1ab,French Guiana,GISAID,16,22,0.2007215272727273
9644,2020-12-01,GENE,ORF1ab,French Polynesia,GISAID,53,52,0.2812996403846154
9645,2020-12-01,GENE,ORF1ab,Gabon,GISAID,9,5,0.49678578
9646,2020-12-01,GENE,ORF1ab,Gambia,GISAID,2,3,0.18399473333333335
9647,2020-12-01,GENE,ORF1ab,Georgia,GISAID,10,4,0.68998025
9648,2020-12-01,GENE,ORF1ab,Germany,GISAID,6415,7981,0.22183803050996115
9649,2020-12-01,GENE,ORF1ab,Ghana,GISAID,163,191,0.2355325251308901
9650,2020-12-01,GENE,ORF1ab,Greece,GISAID,1961,2092,0.2587096119024857
9651,2020-12-01,GENE,ORF1ab,Guam,GISAID,29,41,0.19521392439024393
9652,2020-12-01,GENE,ORF1ab,Guyana,GISAID,4,5,0.22079368000000002
9653,2020-12-01,GENE,ORF1ab,Haiti,GISAID,61,45,0.37412262444444444
9654,2020-12-01,GENE,ORF1ab,Hong Kong,GISAID,918,1683,0.15054114545454547
9655,2020-12-01,GENE,ORF1ab,Hungary,GISAID,6,7,0.23656465714285715
9656,2020-12-01,GENE,ORF1ab,Iceland,GISAID,1484,1554,0.26356002342342344
9657,2020-12-01,GENE,ORF1ab,India,GISAID,8043,9134,0.24302654481059777
9658,2020-12-01,GENE,ORF1ab,Indonesia,GISAID,813,990,0.22664805787878792
9659,2020-12-01,GENE,ORF1ab,"Iran, Islamic Republic of",GISAID,12,12,0.2759921
9660,2020-12-01,GENE,ORF1ab,Iraq,GISAID,25,14,0.4928430357142857
9661,2020-12-01,GENE,ORF1ab,Ireland,GISAID,1378,1529,0.24873584944408111
9662,2020-12-01,GENE,ORF1ab,Israel,GISAID,5514,5648,0.26944412878895185
9663,2020-12-01,GENE,ORF1ab,Italy,GISAID,5161,7374,0.1931645278139409
9664,2020-12-01,GENE,ORF1ab,Jamaica,GISAID,15,9,0.4599868333333334
9665,2020-12-01,GENE,ORF1ab,Japan,GISAID,12692,32216,0.10873142951328532
9666,2020-12-01,GENE,ORF1ab,Jordan,GISAID,36,17,0.5844538588235295
9667,2020-12-01,GENE,ORF1ab,Kazakhstan,GISAID,94,106,0.24474771132075474
9668,2020-12-01,GENE,ORF1ab,Kenya,GISAID,179,160,0.30876616187500006
9669,2020-12-01,GENE,ORF1ab,Kuwait,GISAID,25,50,0.13799605
9670,2020-12-01,GENE,ORF1ab,Latvia,GISAID,5,18,0.07666447222222222
9671,2020-12-01,GENE,ORF1ab,Lebanon,GISAID,37,40,0.25529269250000003
9672,2020-12-01,GENE,ORF1ab,Lesotho,GISAID,12,10,0.33119052
9673,2020-12-01,GENE,ORF1ab,Liechtenstein,GISAID,173,135,0.3536787651851852
9674,2020-12-01,GENE,ORF1ab,Lithuania,GISAID,813,1966,0.11413101592065107
9675,2020-12-01,GENE,ORF1ab,Luxembourg,GISAID,5924,6994,0.23376854452387763
9676,2020-12-01,GENE,ORF1ab,Madagascar,GISAID,38,56,0.18728035357142858
9677,2020-12-01,GENE,ORF1ab,Malawi,GISAID,26,15,0.47838630666666676
9678,2020-12-01,GENE,ORF1ab,Malaysia,GISAID,296,259,0.31541954285714285
9679,2020-12-01,GENE,ORF1ab,Mauritius,GISAID,12,20,0.16559526
9680,2020-12-01,GENE,ORF1ab,Mexico,GISAID,2498,2008,0.34334076982071715
9681,2020-12-01,GENE,ORF1ab,Mongolia,GISAID,14,18,0.21466052222222223
9682,2020-12-01,GENE,ORF1ab,Morocco,GISAID,63,68,0.25569856323529416
9683,2020-12-01,GENE,ORF1ab,Mozambique,GISAID,311,267,0.3214739441947566
9684,2020-12-01,GENE,ORF1ab,Netherlands,GISAID,9771,11559,0.2333003554892292
9685,2020-12-01,GENE,ORF1ab,New Zealand,GISAID,243,246,0.27262634268292685
9686,2020-12-01,GENE,ORF1ab,Nigeria,GISAID,408,339,0.3321674831858407
9687,2020-12-01,GENE,ORF1ab,Northern Mariana Islands,GISAID,23,23,0.2759921
9688,2020-12-01,GENE,ORF1ab,North Macedonia,GISAID,183,210,0.24050740142857147
9689,2020-12-01,GENE,ORF1ab,Norway,GISAID,2437,2320,0.289910667112069
9690,2020-12-01,GENE,ORF1ab,Not available,GISAID,2815,1228,0.6326691868892509
9691,2020-12-01,GENE,ORF1ab,Oman,GISAID,15,13,0.31845242307692306
9692,2020-12-01,GENE,ORF1ab,Pakistan,GISAID,127,138,0.2539927297101449
9693,2020-12-01,GENE,ORF1ab,Panama,GISAID,537,324,0.4574313509259259
9694,2020-12-01,GENE,ORF1ab,Papua New Guinea,GISAID,175,69,0.699979963768116
9695,2020-12-01,GENE,ORF1ab,Paraguay,GISAID,60,44,0.37635286363636367
9696,2020-12-01,GENE,ORF1ab,Peru,GISAID,1089,843,0.3565307199288256
9697,2020-12-01,GENE,ORF1ab,Philippines,GISAID,2003,2627,0.21043478351732015
9698,2020-12-01,GENE,ORF1ab,Poland,GISAID,603,587,0.2835148829642249
9699,2020-12-01,GENE,ORF1ab,Portugal,GISAID,1629,1558,0.2885694036585366
9700,2020-12-01,GENE,ORF1ab,Qatar,GISAID,524,581,0.24891542237521516
9701,2020-12-01,GENE,ORF1ab,Romania,GISAID,137,202,0.18718276089108912
9702,2020-12-01,GENE,ORF1ab,Russian Federation,GISAID,1523,1492,0.281726520308311
9703,2020-12-01,GENE,ORF1ab,Rwanda,GISAID,284,316,0.24804353291139242
9704,2020-12-01,GENE,ORF1ab,Saint Lucia,GISAID,33,18,0.5059855166666667
9705,2020-12-01,GENE,ORF1ab,Senegal,GISAID,192,216,0.24532631111111114
9706,2020-12-01,GENE,ORF1ab,Serbia,GISAID,112,116,0.2664751310344827
9707,2020-12-01,GENE,ORF1ab,Singapore,GISAID,441,507,0.24006413431952667
9708,2020-12-01,GENE,ORF1ab,Slovakia,GISAID,645,508,0.3504230403543307
9709,2020-12-01,GENE,ORF1ab,Slovenia,GISAID,1502,1526,0.2716514640891219
9710,2020-12-01,GENE,ORF1ab,South Africa,GISAID,4923,3602,0.3772096358411993
9711,2020-12-01,GENE,ORF1ab,Spain,GISAID,8119,11340,0.1975996349118166
9712,2020-12-01,GENE,ORF1ab,Sri Lanka,GISAID,49,30,0.45078709666666666
9713,2020-12-01,GENE,ORF1ab,Suriname,GISAID,104,80,0.35878973000000003
9714,2020-12-01,GENE,ORF1ab,Sweden,GISAID,3466,3655,0.2617205522845418
9715,2020-12-01,GENE,ORF1ab,Switzerland,GISAID,24431,31199,0.21612112552004872
9716,2020-12-01,GENE,ORF1ab,"Taiwan, Province of China",GISAID,93,92,0.2789920141304348
9717,2020-12-01,GENE,ORF1ab,Thailand,GISAID,410,393,0.28793068956743006
9718,2020-12-01,GENE,ORF1ab,Togo,GISAID,76,63,0.3329428507936508
9719,2020-12-01,GENE,ORF1ab,Trinidad and Tobago,GISAID,27,57,0.13073310000000002
9720,2020-12-01,GENE,ORF1ab,Tunisia,GISAID,23,28,0.22670779642857142
9721,2020-12-01,GENE,ORF1ab,Turkey,GISAID,439,384,0.31552221848958334
9722,2020-12-01,GENE,ORF1ab,Uganda,GISAID,633,399,0.43785212857142863
9723,2020-12-01,GENE,ORF1ab,Ukraine,GISAID,6,7,0.23656465714285715
9724,2020-12-01,GENE,ORF1ab,United Arab Emirates,GISAID,350,305,0.3167122459016394
9725,2020-12-01,GENE,ORF1ab,United Kingdom,GISAID,200648,189271,0.29258186875326914
9726,2020-12-01,GENE,ORF1ab,United States,GISAID,149325,150983,0.27296132897412295
9727,2020-12-01,GENE,ORF1ab,Uzbekistan,GISAID,24,15,0.44158736000000004
9728,2020-12-01,GENE,ORF1ab,Viet Nam,GISAID,1,4,0.068998025
9729,2020-12-01,GENE,ORF1ab,Zambia,GISAID,117,64,0.5045480578125
9730,2020-12-01,GENE,ORF1ab,Zimbabwe,GISAID,727,543,0.3695142848987109
9731,2020-12-01,GENE,ORF3a,Albania,GISAID,1,1,0.28625
9732,2020-12-01,GENE,ORF3a,Angola,GISAID,81,4,5.7965625
9733,2020-12-01,GENE,ORF3a,Argentina,GISAID,101,14,2.0650892857142855
9734,2020-12-01,GENE,ORF3a,Australia,GISAID,375,16,6.708984375
9735,2020-12-01,GENE,ORF3a,Austria,GISAID,163,69,0.676213768115942
9736,2020-12-01,GENE,ORF3a,Bangladesh,GISAID,62,25,0.7099000000000001
9737,2020-12-01,GENE,ORF3a,Barbados,GISAID,1,1,0.28625
9738,2020-12-01,GENE,ORF3a,Belarus,GISAID,0,1,
9739,2020-12-01,GENE,ORF3a,Belgium,GISAID,630,124,1.4543346774193548
9740,2020-12-01,GENE,ORF3a,Belize,GISAID,25,1,7.15625
9741,2020-12-01,GENE,ORF3a,Brazil,GISAID,346,79,1.2537025316455697
9742,2020-12-01,GENE,ORF3a,Bulgaria,GISAID,151,19,2.274934210526316
9743,2020-12-01,GENE,ORF3a,Burkina Faso,GISAID,66,7,2.6989285714285716
9744,2020-12-01,GENE,ORF3a,Cambodia,GISAID,11,5,0.62975
9745,2020-12-01,GENE,ORF3a,Cameroon,GISAID,26,3,2.4808333333333334
9746,2020-12-01,GENE,ORF3a,Canada,GISAID,4435,568,2.2350682218309856
9747,2020-12-01,GENE,ORF3a,Chile,GISAID,77,20,1.1020625000000002
9748,2020-12-01,GENE,ORF3a,Colombia,GISAID,108,24,1.2881250000000002
9749,2020-12-01,GENE,ORF3a,Congo,GISAID,10,2,1.43125
9750,2020-12-01,GENE,ORF3a,Costa Rica,GISAID,25,4,1.7890625
9751,2020-12-01,GENE,ORF3a,Croatia,GISAID,1,1,0.28625
9752,2020-12-01,GENE,ORF3a,Cyprus,GISAID,2,2,0.28625
9753,2020-12-01,GENE,ORF3a,Czechia,GISAID,23,9,0.7315277777777778
9754,2020-12-01,GENE,ORF3a,Denmark,GISAID,12485,2395,1.492205114822547
9755,2020-12-01,GENE,ORF3a,Ecuador,GISAID,5,4,0.3578125
9756,2020-12-01,GENE,ORF3a,Egypt,GISAID,31,15,0.5915833333333333
9757,2020-12-01,GENE,ORF3a,Equatorial Guinea,GISAID,8,2,1.145
9758,2020-12-01,GENE,ORF3a,Finland,GISAID,193,104,0.5312139423076923
9759,2020-12-01,GENE,ORF3a,France,GISAID,632,469,0.3857356076759062
9760,2020-12-01,GENE,ORF3a,French Guiana,GISAID,4,2,0.5725
9761,2020-12-01,GENE,ORF3a,French Polynesia,GISAID,14,9,0.4452777777777778
9762,2020-12-01,GENE,ORF3a,Gambia,GISAID,0,1,
9763,2020-12-01,GENE,ORF3a,Germany,GISAID,1383,267,1.4827106741573033
9764,2020-12-01,GENE,ORF3a,Ghana,GISAID,53,15,1.0114166666666666
9765,2020-12-01,GENE,ORF3a,Greece,GISAID,380,32,3.39921875
9766,2020-12-01,GENE,ORF3a,Guam,GISAID,9,1,2.5762500000000004
9767,2020-12-01,GENE,ORF3a,Haiti,GISAID,29,6,1.3835416666666667
9768,2020-12-01,GENE,ORF3a,Hong Kong,GISAID,419,10,11.993875000000001
9769,2020-12-01,GENE,ORF3a,Hungary,GISAID,1,1,0.28625
9770,2020-12-01,GENE,ORF3a,Iceland,GISAID,117,15,2.2327500000000002
9771,2020-12-01,GENE,ORF3a,India,GISAID,2390,193,3.5447538860103625
9772,2020-12-01,GENE,ORF3a,Indonesia,GISAID,284,32,2.54046875
9773,2020-12-01,GENE,ORF3a,Ireland,GISAID,178,63,0.8087698412698413
9774,2020-12-01,GENE,ORF3a,Israel,GISAID,1417,111,3.65420045045045
9775,2020-12-01,GENE,ORF3a,Italy,GISAID,468,221,0.6061764705882353
9776,2020-12-01,GENE,ORF3a,Japan,GISAID,1413,221,1.8301866515837104
9777,2020-12-01,GENE,ORF3a,Kazakhstan,GISAID,9,2,1.2881250000000002
9778,2020-12-01,GENE,ORF3a,Kenya,GISAID,53,3,5.057083333333333
9779,2020-12-01,GENE,ORF3a,Kuwait,GISAID,20,1,5.725
9780,2020-12-01,GENE,ORF3a,Lebanon,GISAID,1,1,0.28625
9781,2020-12-01,GENE,ORF3a,Liechtenstein,GISAID,28,1,8.015
9782,2020-12-01,GENE,ORF3a,Lithuania,GISAID,316,58,1.5595689655172413
9783,2020-12-01,GENE,ORF3a,Luxembourg,GISAID,1797,595,0.8645231092436975
9784,2020-12-01,GENE,ORF3a,Madagascar,GISAID,1,4,0.0715625
9785,2020-12-01,GENE,ORF3a,Malaysia,GISAID,35,24,0.4174479166666667
9786,2020-12-01,GENE,ORF3a,Mexico,GISAID,379,99,1.0958459595959595
9787,2020-12-01,GENE,ORF3a,Morocco,GISAID,7,1,2.00375
9788,2020-12-01,GENE,ORF3a,Mozambique,GISAID,55,11,1.43125
9789,2020-12-01,GENE,ORF3a,Netherlands,GISAID,2980,380,2.2448026315789473
9790,2020-12-01,GENE,ORF3a,New Zealand,GISAID,58,3,5.534166666666667
9791,2020-12-01,GENE,ORF3a,Nigeria,GISAID,19,4,1.3596875000000002
9792,2020-12-01,GENE,ORF3a,North Macedonia,GISAID,11,4,0.7871875
9793,2020-12-01,GENE,ORF3a,Norway,GISAID,478,26,5.262596153846154
9794,2020-12-01,GENE,ORF3a,Not available,GISAID,409,20,5.8538125
9795,2020-12-01,GENE,ORF3a,Pakistan,GISAID,50,1,14.3125
9796,2020-12-01,GENE,ORF3a,Panama,GISAID,105,1,30.05625
9797,2020-12-01,GENE,ORF3a,Papua New Guinea,GISAID,2,1,0.5725
9798,2020-12-01,GENE,ORF3a,Paraguay,GISAID,5,3,0.47708333333333336
9799,2020-12-01,GENE,ORF3a,Peru,GISAID,131,39,0.9615064102564103
9800,2020-12-01,GENE,ORF3a,Philippines,GISAID,258,73,1.0116780821917808
9801,2020-12-01,GENE,ORF3a,Poland,GISAID,147,16,2.629921875
9802,2020-12-01,GENE,ORF3a,Portugal,GISAID,145,60,0.6917708333333333
9803,2020-12-01,GENE,ORF3a,Qatar,GISAID,231,5,13.22475
9804,2020-12-01,GENE,ORF3a,Romania,GISAID,43,5,2.46175
9805,2020-12-01,GENE,ORF3a,Russian Federation,GISAID,247,39,1.8129166666666667
9806,2020-12-01,GENE,ORF3a,Rwanda,GISAID,49,21,0.6679166666666667
9807,2020-12-01,GENE,ORF3a,Senegal,GISAID,46,7,1.8810714285714285
9808,2020-12-01,GENE,ORF3a,Serbia,GISAID,11,1,3.14875
9809,2020-12-01,GENE,ORF3a,Singapore,GISAID,103,5,5.89675
9810,2020-12-01,GENE,ORF3a,Slovakia,GISAID,27,16,0.48304687500000004
9811,2020-12-01,GENE,ORF3a,Slovenia,GISAID,229,32,2.0484765625000003
9812,2020-12-01,GENE,ORF3a,South Africa,GISAID,1928,50,11.037799999999999
9813,2020-12-01,GENE,ORF3a,Spain,GISAID,862,299,0.825242474916388
9814,2020-12-01,GENE,ORF3a,Suriname,GISAID,7,3,0.6679166666666667
9815,2020-12-01,GENE,ORF3a,Sweden,GISAID,325,134,0.6942630597014925
9816,2020-12-01,GENE,ORF3a,Switzerland,GISAID,4312,2116,0.5833223062381853
9817,2020-12-01,GENE,ORF3a,"Taiwan, Province of China",GISAID,20,4,1.43125
9818,2020-12-01,GENE,ORF3a,Thailand,GISAID,113,103,0.3140412621359223
9819,2020-12-01,GENE,ORF3a,Togo,GISAID,15,3,1.43125
9820,2020-12-01,GENE,ORF3a,Trinidad and Tobago,GISAID,10,1,2.8625
9821,2020-12-01,GENE,ORF3a,Turkey,GISAID,67,20,0.9589375000000001
9822,2020-12-01,GENE,ORF3a,Uganda,GISAID,24,9,0.7633333333333333
9823,2020-12-01,GENE,ORF3a,United Arab Emirates,GISAID,64,4,4.58
9824,2020-12-01,GENE,ORF3a,United Kingdom,GISAID,11015,3468,0.9091821655132643
9825,2020-12-01,GENE,ORF3a,United States,GISAID,45516,2977,4.376538461538462
9826,2020-12-01,GENE,ORF3a,Zimbabwe,GISAID,251,5,14.36975
9827,2020-12-01,GENE,ORF6,Angola,GISAID,0,2,
9828,2020-12-01,GENE,ORF6,Argentina,GISAID,50,7,1.732142857142857
9829,2020-12-01,GENE,ORF6,Australia,GISAID,12,3,0.97
9830,2020-12-01,GENE,ORF6,Austria,GISAID,4,5,0.194
9831,2020-12-01,GENE,ORF6,Bangladesh,GISAID,13,5,0.6305
9832,2020-12-01,GENE,ORF6,Belgium,GISAID,10,18,0.13472222222222222
9833,2020-12-01,GENE,ORF6,Belize,GISAID,3,1,0.7275
9834,2020-12-01,GENE,ORF6,Brazil,GISAID,98,19,1.2507894736842105
9835,2020-12-01,GENE,ORF6,Bulgaria,GISAID,1,4,0.060625
9836,2020-12-01,GENE,ORF6,Burkina Faso,GISAID,0,2,
9837,2020-12-01,GENE,ORF6,Cambodia,GISAID,0,4,
9838,2020-12-01,GENE,ORF6,Canada,GISAID,42,81,0.12574074074074074
9839,2020-12-01,GENE,ORF6,Chile,GISAID,58,2,7.0325
9840,2020-12-01,GENE,ORF6,Colombia,GISAID,8,3,0.6466666666666666
9841,2020-12-01,GENE,ORF6,Denmark,GISAID,697,533,0.31711538461538463
